藏匿	aaaa
北安市	uxpvym
北碚区	uxduar
北辰区	uxdfar
北川羌族自治县	uxktunyteg
北戴河区	uxfaisis
北关区	uxudar
北海市	uxitym
北湖区	uxidar
北林区	uxssar
碑林区	drssar
北流市	uxiyym
北仑区	uxwxar
北票市	uxsfym
北塔区	uxfaar
北屯市	uxgbym
北镇市	uxqfym
本溪满族自治县	sgieiayteg
本溪市	sgieym
蚌埠市	jdftym
蚌山区	jdmmar
碧江区	griaar
毕节市	xxabym
比如县	xxvkeg
璧山区	nkmmar
泌阳县	inbjeg
边坝县	epfmeg
滨城区	ipfdar
宾川县	prkteg
滨海县	ipiteg
滨海新区	ipitusus
滨湖区	ipidar
滨江区	ipiaar
宾阳县	prbjeg
彬州市	ssytym
滨州市	ipytym
博爱县	fsepeg
博白县	fsrreg
博尔塔拉蒙古自治州	fsqifaruyt
博湖县	fsideg
博乐市	fstnym
勃利县	fptjeg
博罗县	fslqeg
波密县	ibpneg
博山区	fsmmar
泊头市	irudym
博望区	fsynar
博兴县	fsigeg
博野县	fsjfeg
播州区	rtytar
亳州市	ypytym
布尔津县	dmqiiviv
布拖县	dmrteg
蔡甸区	awqlar
苍南县	awfmeg
仓山区	wbmmar
苍梧县	awsgeg
苍溪县	awieeg
沧县	iweg
沧源佤族自治县	iwidwgyteg
沧州市	iwytym
曹妃甸区	gmvnqlql
册亨县	mmybeg
策勒县	tsafeg
岑巩县	mwaweg
岑溪市	mwieym
察布查尔锡伯自治县	pwdmsjqieg
察哈尔右翼后旗	pwkwqidkyt
察哈尔右翼前旗	pwkwqidkyt
察哈尔右翼中旗	pwkwqidkyt
茶陵县	awbfeg
察雅县	pwaheg
察隅县	pwbjeg
柴桑区	hxccar
禅城区	pyfdar
瀍河回族区	ioislkytar
长安区	tapvar
长白朝鲜族自治县	tarrfjqgeg
常德市	iptfym
昌都市	jjftym
长丰县	tadheg
长葛市	taajym
长海县	taiteg
昌吉回族自治州	jjfklkytyt
昌吉市	jjfkym
昌江黎族自治县	jjiatqyteg
昌江区	jjiaar
长乐区	tatnar
昌乐县	jjtneg
昌黎县	jjtqeg
长岭县	tamweg
长宁区	tapsar
常宁市	ippsym
昌宁县	jjpseg
长宁县	tapseg
昌平区	jjguar
长清区	taigar
长沙县	taiieg
常山县	ipmmeg
长寿区	tadtar
常熟市	ipybym
长顺县	takdeg
长泰县	tadweg
长汀县	taiseg
昌图县	jjlteg
长武县	tagaeg
长兴县	taigeg
长阳土家族自治县	tabjffpgeg
昌邑区	jjkcar
昌邑市	jjkcym
长垣市	tafgym
长治市	taicym
长洲区	taiyar
常州市	ipytym
潮安区	ifpvar
巢湖市	vjidym
潮南区	iffmar
朝天区	fjgdar
潮阳区	ifbjar
朝阳市	fjbjym
朝阳县	fjbjeg
潮州市	ifytym
陈巴尔虎旗	bacnqihwyt
陈仓区	bawbar
辰溪县	dfieeg
郴州市	ssytym
成安县	dnpveg
城北区	fduxar
城步苗族自治县	fdhhalyteg
澄城县	iwfdeg
承德市	bdtfym
承德县	bdtfeg
城东区	fdaiar
称多县	tqqqeg
呈贡区	kgamar
城固县	fdldeg
城关区	fdudar
澄海区	iwitar
成华区	dnwxar
澄江市	iwiaym
城口县	fdkkeg
澄迈县	iwgqeg
成武县	dngaeg
城西区	fdsgar
城厢区	fddsar
城阳区	fdbjar
城中区	fdkhar
城子河区	fdbbisis
赤壁市	fonkym
赤城县	fofdeg
赤峰市	fomtym
赤坎区	fofqar
茌平区	awguar
赤水市	foiiym
池州市	ibytym
崇川区	mpktar
崇礼区	mppyar
崇明区	mpjear
崇仁县	mpwfeg
崇信县	mpwyeg
崇阳县	mpbjeg
崇义县	mpyreg
崇州市	mpytym
崇左市	mpdaym
楚雄市	ssdcym
楚雄彝族自治州	ssdcxoytyt
滁州市	ibytym
川汇区	ktiaar
船山区	tummar
船营区	tuapar
淳安县	iypveg
淳化县	iywxeg
慈利县	uxtjeg
慈溪市	uxieym
磁县	dueg
从化区	wwwxar
从江县	wwiaeg
丛台区	wwckar
翠屏区	nynuar
措美县	raugeg
错那县	qangeg
措勤县	raakeg
大安区	ddpvar
大安市	ddpvym
达坂城区	dpfrfdfd
大埔县	ddfseg
大厂回族自治县	dddglkyteg
大城县	ddfdeg
达川区	dpktar
大东区	ddaiar
大渡口区	ddiokkkk
达尔罕茂明安联合旗	dpqipwadyt
大方县	ddyyeg
大丰区	dddhar
大观区	ddcmar
大关县	ddudeg
大化瑶族自治县	ddwxgeyteg
大箐山县	ddtgmmmm
达拉特旗	dprucfcf
大理白族自治州	ddgjrrytyt
大理市	ddgjym
大荔县	ddaeeg
大名县	ddqkeg
大宁县	ddpseg
大庆市	ddodym
达日县	dpjjeg
大石桥市	dddgstst
大田县	ddlleg
大通回族土族自治县	ddcelkyteg
大同区	ddmgar
大通区	ddcear
大同市	ddmgym
大洼区	ddifar
大武口区	ddgakkkk
大悟县	ddngeg
大祥区	ddpyar
大新县	dduseg
大兴安岭地区	ddigpvmwar
大姚县	ddvqeg
大冶市	dducym
大邑县	ddkceg
大英县	ddameg
大余县	ddwgeg
达州市	dpytym
大竹县	ddtheg
达孜区	dpbtar
大足区	ddkhar
岱山县	wammeg
代县	waeg
岱岳区	warmar
丹巴县	mycneg
郸城县	ujfdeg
丹东市	myaiym
丹凤县	mywceg
丹江口市	myiakkkk
丹棱县	mysfeg
丹徒区	mytfar
丹阳市	mybjym
丹寨县	mypaeg
儋州市	wqytym
宕昌县	pdjjeg
砀山县	dnmmeg
当涂县	iviweg
当雄县	ivdceg
当阳市	ivbjym
稻城县	tefdeg
道孚县	utebeg
道里区	utjfar
道外区	utqhar
道县	uteg
道真仡佬族苗族自治县	utfhwtwfeg
德安县	tfpveg
德保县	tfwkeg
德昌县	tfjjeg
德城区	tffdar
德格县	tfsteg
德宏傣族景颇族自治州	tfpdwdytyt
德化县	tfwxeg
德惠市	tfgjym
德江县	tfiaeg
德令哈市	tfwykwkw
德钦县	tfqqeg
德庆县	tfodeg
德清县	tfigeg
得荣县	tjapeg
德兴市	tfigym
德阳市	tfbjym
德州市	tfytym
登封市	wgffym
磴口县	dwkkeg
灯塔市	osfaym
邓州市	cbytym
滴道区	iyutar
迪庆藏族自治州	mpodaaytyt
电白区	jnrrar
垫江县	rviaeg
点军区	hkplar
调兵山市	ymrwmmmm
迭部县	tgukeg
叠彩区	ccesar
定安县	pgpveg
定边县	pgepeg
鼎城区	hnfdar
定海区	pgitar
鼎湖区	hnidar
定结县	pgxfeg
定南县	pgfmeg
丁青县	sggeeg
定日县	pgjjeg
定陶区	pgbqar
定西市	pgsgym
定襄县	pgykeg
定兴县	pgigeg
定远县	pgfqeg
定州市	pgytym
东安区	aipvar
东安县	aipveg
东宝区	aipgar
东昌府区	aijjowow
东昌区	aijjar
东川区	aiktar
东阿县	aibseg
东方市	aiyyym
东风区	aiwrar
东丰县	aidheg
东港区	aiiaar
东港市	aiiaym
东光县	aiigeg
东海县	aiiteg
东河区	aiisar
东湖区	aiidar
洞口县	imkkeg
东兰县	aiudeg
东丽区	aigmar
东辽县	aibpeg
东明县	aijeeg
东宁市	aipsym
东平县	aigueg
东坡区	aifbar
东区	aiar
东山区	aimmar
东山县	aimmeg
东胜区	aietar
东台市	aickym
洞头区	imudar
东乌珠穆沁旗	aitngttryt
东西湖区	aisgidid
东乡区	aixtar
东乡族自治县	aixtyttheg
东兴区	aiigar
东兴市	aiigym
东阳市	aibjym
东营区	aiapar
东营市	aiapym
东源县	aiideg
东至县	aigceg
东洲区	aiiyar
都安瑶族自治县	ftpvgeyteg
斗门区	ufuyar
都昌县	ftjjeg
杜尔伯特蒙古族自治县	sfqiwrcfeg
杜集区	sfwyar
都江堰市	ftiafafa
都兰县	ftudeg
独山县	qtmmeg
独山子区	qtmmbbbb
都匀市	ftquym
端州区	umytar
堆龙德庆区	fwdxtfodar
敦化市	ybwxym
敦煌市	yborym
掇刀区	rcvnar
多伦县	qqwweg
峨边彝族自治县	mtepxoyteg
鄂城区	kkfdar
鄂尔多斯市	kkqiqqdwym
额尔古纳市	ptqidgxmym
额济纳旗	ptiyxmxm
鄂伦春自治旗	kkwwdwthyt
峨眉山市	mtnhmmmm
额敏县	pttxeg
峨山彝族自治县	mtmmxoyteg
鄂托克旗	kkrtdqdq
鄂托克前旗	kkrtdqueyt
鄂温克族自治旗	kkijdqytyt
鄂州市	kkytym
恩平市	ldguym
恩施市	ldytym
恩施土家族苗族自治州	ldytffpgyt
恩阳区	ldbjar
二道江区	fgutiaia
二道区	fgutar
二连浩特市	fglpitcfym
二七区	fgagar
洱源县	ibideg
法库县	ifoleg
繁昌区	txjjar
樊城区	srfdar
繁峙县	txmfeg
防城港市	byfdiaia
防城区	byfdar
方城县	yyfdeg
房山区	ynmmar
方山县	yymmeg
方正县	yygheg
坊子区	fybbar
肥城市	ecfdym
肥东县	ecaieg
肥西县	ecsgeg
肥乡区	ecxtar
汾西县	iwsgeg
汾阳市	iwbjym
分宜县	wvpeeg
丰城市	dhfdym
凤城市	wcfdym
丰都县	dhfteg
峰峰矿区	mtmtdodo
凤冈县	wcmreg
奉化区	dwwxar
凤凰县	wcwreg
奉节县	dwabeg
封开县	ffgaeg
丰林县	dhsseg
丰满区	dhiaar
丰南区	dhfmar
丰宁满族自治县	dhpsiayteg
凤庆县	wcodeg
封丘县	ffrteg
凤泉区	wcriar
丰润区	dhiuar
凤山县	wcmmeg
丰顺县	dhkdeg
凤台县	wcckeg
奉贤区	dwjcar
凤翔县	wcuneg
奉新县	dwuseg
凤阳县	wcbjeg
丰泽区	dhicar
丰镇市	dhqfym
佛冈县	wxmreg
佛坪县	wxfgeg
福安市	pypvym
涪城区	iufdar
阜城县	tnfdeg
富川瑶族自治县	pgktgeyteg
福鼎市	pyhnym
扶风县	rgwreg
福贡县	pyameg
扶沟县	rgiqeg
府谷县	owwweg
福海县	pyiteg
富锦市	pgqrym
阜康市	tnovym
富拉尔基区	pgruqidwar
浮梁县	ieiveg
涪陵区	iubfar
福绵区	pyxrar
富民县	pgnaeg
阜南县	tnfmeg
抚宁区	rfpsar
富宁县	pgpseg
阜宁县	tnpseg
富平县	pggueg
阜平县	tngueg
福清市	pyigym
福泉市	pyriym
芙蓉区	agapar
福山区	pymmar
浮山县	iemmeg
抚顺市	rfkdym
富顺县	pgkdeg
抚顺县	rfkdeg
抚松县	rfsweg
扶绥县	rgxeeg
福田区	pyllar
富县	pgeg
阜新蒙古族自治县	tnusapdgeg
阜新市	tnusym
复兴区	tjigar
富阳区	pgbjar
阜阳市	tnbjym
扶余市	rgwgym
富裕县	pgpueg
抚远市	rffqym
富源县	pgideg
富蕴县	pgaxeg
抚州市	rfytym
噶尔县	kaqieg
改则县	ntmjeg
盖州市	ugytym
甘德县	fgtfeg
甘谷县	fgwweg
甘井子区	fgfjbbbb
甘洛县	fgiteg
甘南县	fgfmeg
甘南藏族自治州	fgfmaaytyt
甘泉县	fgrieg
赣县区	ujegar
赣榆区	ujswar
甘州区	fgytar
赣州市	ujytym
甘孜县	fgbteg
甘孜藏族自治州	fgbtaaytyt
岗巴县	mmcneg
港北区	iauxar
刚察县	mrpweg
钢城区	qmfdar
港口区	iakkar
港南区	iafmar
高安市	ympvym
高碑店市	ymdrohoh
高昌区	ymjjar
藁城区	ayfdar
高淳区	ymiyar
高港区	ymiaar
皋兰县	rdudeg
高陵区	ymbfar
高密市	ympnym
高明区	ymjear
高坪区	ymfgar
高平市	ymguym
高青县	ymgeeg
高台县	ymckeg
高唐县	ymoveg
高阳县	ymbjeg
高要区	ymsvar
高邑县	ymkceg
高邮市	ymmbym
高州市	ymytym
格尔木市	stqissss
革吉县	affkeg
根河市	svisym
耿马傣族佤族自治县	bocgwdyteg
公安县	wcpveg
工布江达县	aadmiadpeg
弓长岭区	xntamwmw
恭城瑶族自治县	awfdgeyteg
贡嘎县	amkdeg
共和县	awtkeg
贡井区	amfjar
贡觉县	amipeg
巩留县	awqyeg
工农区	aapear
共青城市	awgefdfd
贡山独龙族怒族自治县	ammmqtdxeg
拱墅区	rajfar
巩义市	awyrym
公主岭市	wcygmwmw
固安县	ldpveg
古城区	dgfdar
故城县	dtfdeg
谷城县	wwfdeg
古交市	dgurym
古浪县	dgiyeg
古蔺县	dgaueg
固始县	ldvceg
姑苏区	vdaear
古塔区	dgfaar
古田县	dglleg
古县	dgeg
固阳县	ldbjeg
古冶区	dgucar
固原市	lddrym
沽源县	idideg
古丈县	dgdyeg
固镇县	ldqfeg
瓜州县	rcyteg
管城回族区	tpfdlkytar
官渡区	pnioar
关岭布依族苗族自治县	udmwdmwyeg
灌南县	iafmeg
观山湖区	cmmmidid
馆陶县	qnbqeg
灌阳县	iabjeg
灌云县	iafceg
广安区	oypvar
广安市	oypvym
广昌县	oyjjeg
广德市	oytfym
广丰区	oydhar
广汉市	oyicym
广河县	oyiseg
广陵区	oybfar
广灵县	oyvoeg
光明区	igjear
广南县	oyfmeg
广宁县	oypseg
广平县	oygueg
广饶县	oyqneg
光山县	igmmeg
广水市	oyiiym
广信区	oywyar
广阳区	oybjar
广元市	oyfqym
光泽县	igiceg
广宗县	oypfeg
贵池区	khibar
贵德县	khtfeg
贵定县	khpgeg
桂东县	sfaieg
贵港市	khiaym
贵南县	khfmeg
桂平市	sfguym
贵溪市	khieym
桂阳县	sfbjeg
果洛藏族自治州	jsitaaytyt
涡阳县	ikbjeg
哈巴河县	kwcnisis
哈密市	kwpnym
海安市	itpvym
海北藏族自治州	ituxaaytyt
海勃湾区	itfpiyiy
海沧区	itiwar
海城区	itfdar
海城市	itfdym
海东市	itaiym
海丰县	itdheg
海港区	itiaar
海拉尔区	itruqiqi
海林市	itssym
海陵区	itbfar
海伦市	itwwym
海门区	ituyar
海南区	itfmar
海南藏族自治州	itfmaaytyt
海宁市	itpsym
海曙区	itjlar
海棠区	itipar
海西蒙古族藏族自治州	itsgapdgyt
海兴县	itigeg
海晏县	itjpeg
海盐县	itfheg
海阳市	itbjym
海原县	itdreg
海州区	itytar
海珠区	itgtar
汉滨区	icipar
韩城市	fjfdym
汉川市	icktym
涵江区	ibiaar
邗江区	fbiaar
汉南区	icfmar
邯山区	fbmmar
含山县	wymmeg
汉寿县	icdteg
汉台区	icckar
寒亭区	paypar
汉阳区	icbjar
汉阴县	icbeeg
汉源县	icideg
汉中市	ickhym
杭锦后旗	syqrrgrg
杭锦旗	syqryt
濠江区	iyiaar
河北区	isuxar
鹤壁市	pwnkym
和布克赛尔蒙古自治县	tkdmdqpaeg
鹤城区	pwfdar
河池市	isibym
合川区	wgktar
河东区	isaiar
鹤峰县	pwmteg
鹤岗市	pwmmym
河间市	isujym
合江县	wgiaeg
河津市	isivym
和静县	tkgeeg
河口区	iskkar
河口瑶族自治县	iskkgeyteg
贺兰县	ekudeg
和林格尔县	tkssstqieg
和龙市	tkdxym
河南蒙古族自治县	isfmapdgeg
和平区	tkguar
和平县	tkgueg
合浦县	wgiseg
鹤庆县	pwodeg
河曲县	ismaeg
赫山区	fommar
鹤山区	pwmmar
合山市	wgmmym
鹤山市	pwmmym
合水县	wgiieg
和顺县	tkkdeg
和硕县	tkddeg
荷塘区	awfoar
和田地区	tkllfbfb
和田市	tkllym
和田县	tklleg
和县	tkeg
合阳县	wgbjeg
河源市	isidym
菏泽市	aiicym
赫章县	foujeg
和政县	tkgheg
贺州市	ekytym
合作市	wgwtym
黑河市	lfisym
黑山县	lfmmeg
黑水县	lfiieg
衡东县	tqaieg
横峰县	samteg
衡南县	tqfmeg
恒山区	ngmmar
横山区	sammar
衡山县	tqmmeg
衡水市	tqiiym
衡阳市	tqbjym
衡阳县	tqbjeg
红安县	xapveg
红岗区	xammar
红古区	xadgar
红谷滩区	xawwicic
红河哈尼族彝族自治州	xaiskwnxyt
红河县	xaiseg
洪湖市	iaidym
红花岗区	xaawmmmm
洪江市	iaiaym
红旗区	xaytar
红桥区	xastar
洪山区	iammar
红山区	xammar
红寺堡区	xaffwkwk
红塔区	xafaar
洪洞县	iaimeg
宏伟区	pdwfar
洪雅县	iaaheg
红原县	xadreg
洪泽区	iaicar
侯马市	wncgym
湖滨区	idipar
壶关县	fpudeg
呼和浩特市	kttkitcfym
湖口县	idkkeg
呼兰区	ktudar
湖里区	idjfar
虎林市	hwssym
葫芦岛市	adayqmqm
呼伦贝尔市	ktwwmhqiym
呼玛县	ktgceg
虎丘区	hwrtar
呼图壁县	ktltnknk
胡杨河市	desnisis
鄠邑区	ffkcar
湖州市	idytym
互助土族自治县	gxegffyteg
华安县	wxpveg
华池县	wxibeg
桦川县	swkteg
化德县	wxtfeg
桦甸市	swqlym
花都区	awftar
化隆回族自治县	wxbtlkyteg
华龙区	wxdxar
桦南县	swfmeg
华宁县	wxpseg
华坪县	wxfgeg
华容区	wxpwar
华容县	wxpweg
花山区	awmmar
华亭市	wxypym
花溪区	awiear
华蓥市	wxapym
花垣县	awfgeg
华州区	wxytar
化州市	wxytym
淮安区	iwpvar
淮安市	iwpvym
怀安县	ndpveg
淮北市	iwuxym
淮滨县	iwipeg
怀化市	ndwxym
怀集县	ndwyeg
怀来县	ndgueg
淮南市	iwfmym
怀宁县	ndpseg
怀仁市	ndwfym
怀柔区	ndcnar
淮上区	iwhhar
淮阳区	iwbjar
槐荫区	srabar
淮阴区	iwbear
怀远县	ndfqeg
环翠区	gdnyar
环江毛南族自治县	gdiaetfmeg
桓仁满族自治县	sgwfiayteg
桓台县	sgckeg
潢川县	iakteg
黄岛区	amqmar
黄冈市	ammrym
皇姑区	rgvdar
黄骅市	amcgym
黄陵县	ambfeg
黄龙县	amdxeg
黄梅县	amsteg
黄南藏族自治州	amfmaaytyt
黄陂区	ambbar
黄平县	amgueg
黄埔区	amfsar
黄浦区	amisar
黄山区	ammmar
黄山市	ammmym
黄石港区	amdgiaia
黄石市	amdgym
黄岩区	ammdar
湟源县	irideg
湟中区	irkhar
黄州区	amytar
惠安县	gjpveg
会昌县	wfjjeg
惠城区	gjfdar
汇川区	iaktar
会东县	wfaieg
惠东县	gjaieg
惠济区	gjiyar
惠来县	gjgueg
会理县	wfgjeg
回民区	lknaar
惠民县	gjnaeg
辉南县	igfmeg
会宁县	wfpseg
惠农区	gjpear
惠山区	gjmmar
惠水县	gjiieg
会同县	wfmgeg
辉县市	igegym
惠阳区	gjbjar
会泽县	wficeg
徽州区	tmytar
珲春市	gpdwym
浑江区	ipiaar
浑南区	ipfmar
浑源县	ipideg
霍城县	fwfdeg
霍尔果斯市	fwqijsdwym
获嘉县	aqfkeg
霍林郭勒市	fwssybafym
霍邱县	fwrbeg
霍山县	fwmmeg
霍州市	fwytym
吉安市	fkpvym
集安市	wypvym
吉安县	fkpveg
鸡东县	cqaieg
鸡冠区	cqpfar
吉利区	fktjar
吉隆县	fkbteg
集美区	wyugar
即墨区	vblfar
吉木乃县	fkssbnbn
吉木萨尔县	fkssabqieg
集宁区	wypsar
济宁市	iypsym
稷山县	tlmmeg
吉首市	fkutym
吉水县	fkiieg
鸡西市	cqsgym
绩溪县	xgieeg
吉县	fkeg
集贤县	wyjceg
吉阳区	fkbjar
济阳区	iybjar
济源市	iyidym
鸡泽县	cqiceg
冀州区	uxytar
吉州区	fkytar
蓟州区	aqytar
加查县	eksjeg
嘉禾县	fktteg
夹江县	guiaeg
嘉黎县	fktqeg
嘉陵区	fkbfar
嘉善县	fkuueg
伽师县	wejgeg
贾汪区	smigar
佳县	wfeg
嘉祥县	fkpyeg
嘉兴市	fkigym
嘉荫县	fkabeg
嘉峪关市	fkmwudud
嘉鱼县	fkqgeg
建安区	vgpvar
尖草坪区	idajfgfg
建昌县	vgjjeg
剑川县	wgkteg
建德市	vgtfym
剑阁县	wguteg
剑河县	wgiseg
建湖县	vgideg
建华区	vgwxar
监利市	jttjym
建宁县	vgpseg
建瓯市	vgarym
建平县	vggueg
尖山区	idmmar
建始县	vgvceg
建水县	vgiieg
涧西区	iusgar
建阳区	vgbjar
简阳市	tubjym
建邺区	vgobar
尖扎县	idrneg
江岸区	iamdar
江安县	iapveg
江北区	iauxar
江城哈尼族彝族自治县	iafdkwnxeg
江城区	iafdar
江川区	iaktar
江达县	iadpeg
江都区	iaftar
江干区	iafgar
江海区	iaitar
江汉区	iaicar
江华瑶族自治县	iawxgeyteg
江津区	iaivar
江口县	iakkeg
将乐县	uqtneg
江陵县	iabfeg
江门市	iauyym
江南区	iafmar
江宁区	iapsar
江山市	iammym
江夏区	iadhar
姜堰区	ugfaar
江阳区	iabjar
江阴市	iabeym
江永县	iayneg
江油市	iaimym
江源区	iaidar
江州区	iaytar
江孜县	iabteg
蕉城区	awfdar
交城县	urfdeg
蛟河市	juisym
椒江区	shiaar
交口县	urkkeg
蕉岭县	awmweg
胶州市	euytym
焦作市	wywtym
揭东区	rjaiar
界首市	lwutym
揭西县	rjsgeg
介休市	wjwsym
揭阳市	rjbjym
晋安区	gopvar
金安区	qqpvar
金昌市	qqjjym
金城江区	qqfdiaia
晋城市	gofdym
金川区	qqktar
金川县	qqkteg
金东区	qqaiar
金凤区	qqwcar
金湖县	qqideg
金华市	qqwxym
锦江区	qriaar
晋江市	goiaym
金口河区	qqkkisis
金林区	qqssar
金门县	qquyeg
津南区	ivfmar
晋宁区	gopsar
金牛区	qqtgar
金平苗族瑶族傣族自治县	qqgualyteg
金平区	qqguar
锦屏县	qrnueg
金沙县	qqiieg
金山区	qqmmar
津市市	ivymym
金塔县	qqfaeg
金台区	qqckar
金坛区	qqffar
金堂县	qqipeg
金湾区	qqiyar
金溪县	qqieeg
进贤县	fjjceg
金乡县	qqxteg
金秀瑶族自治县	qqtbgeyteg
金阳县	qqbjeg
晋源区	goidar
缙云县	xgfceg
金寨县	qqpaeg
晋中市	gokhym
金州区	qqytar
晋州市	goytym
锦州市	qrytym
静安区	gepvar
靖安县	ugpveg
靖边县	ugepeg
泾川县	ickteg
旌德县	yttfeg
景德镇市	jytfqfqf
景东彝族自治县	jyaixoyteg
井冈山市	fjmrmmmm
景谷傣族彝族自治县	jywwwdyteg
静海区	geitar
精河县	ogiseg
景洪市	jyiaym
镜湖区	quidar
靖江市	ugiaym
京口区	yikkar
静乐县	getneg
荆门市	aguyym
景宁畲族自治县	jypswfyteg
静宁县	gepseg
京山市	yimmym
景泰县	jydweg
靖西市	ugsgym
景县	jyeg
井陉矿区	fjbcdodo
井陉县	fjbceg
竞秀区	uktbar
井研县	fjdgeg
旌阳区	ytbjar
泾阳县	icbjeg
靖宇县	ugpgeg
泾源县	icideg
靖远县	ugfqeg
靖州苗族侗族自治县	ugytalyteg
荆州区	agytar
荆州市	agytym
鸠江区	vqiaar
九江市	vtiaym
九龙坡区	vtdxfbfb
九龙县	vtdxeg
酒泉市	isriym
九台区	vtckar
九原区	vtdrar
九寨沟县	vtpaiqiq
久治县	qyiceg
巨鹿县	anoxeg
莒南县	akfmeg
句容市	qkpwym
巨野县	anjfeg
鄄城县	sffdeg
筠连县	tflpeg
君山区	vtmmar
喀喇沁旗	kpksinin
喀喇沁左翼蒙古族自治县	kpksindaeg
卡若区	hhadar
喀什地区	kpwffbfb
喀什市	kpwfym
开福区	gapyar
开化县	gawxeg
开江县	gaiaeg
凯里市	mnjfym
开鲁县	gaqgeg
开平区	gaguar
开平市	gaguym
开阳县	gabjeg
开原市	gadrym
开远市	gafqym
开州区	gaytar
康巴什区	ovcnwfwf
康保县	ovwkeg
康定市	ovpgym
康乐县	ovtneg
康马县	ovcgeg
康平县	ovgueg
康县	oveg
柯城区	ssfdar
克东县	dqaieg
科尔沁区	tuqiinin
科尔沁右翼前旗	tuqiindkyt
科尔沁右翼中旗	tuqiindkyt
科尔沁左翼后旗	tuqiindayt
科尔沁左翼中旗	tuqiindayt
可克达拉市	skdqdpruym
克拉玛依区	dqrugcwyar
克拉玛依市	dqrugcwyym
岢岚县	msmweg
柯坪县	ssfgeg
柯桥区	ssstar
克山县	dqmmeg
克什克腾旗	dqwfdqeuyt
克孜勒苏柯尔克孜自治州	dqbtafaeyt
垦利区	vftjar
崆峒区	mpmmar
库车市	ollgym
库尔勒市	olqiafaf
库伦旗	olwwyt
宽城满族自治县	pafdiayteg
宽城区	pafdar
宽甸满族自治县	paqliayteg
奎屯市	dfgbym
奎文区	dfyyar
昆都仑区	jxftwxwx
昆玉市	jxgyym
拉萨市	ruabym
拉孜县	rubteg
来安县	gupveg
来宾市	guprym
来凤县	guwceg
莱山区	agmmar
涞水县	igiieg
莱芜区	agafar
莱西市	agsgym
莱阳市	agbjym
涞源县	igideg
莱州市	agytym
澜沧拉祜族自治县	iuiwrupyeg
岚皋县	mwrdeg
兰考县	udfteg
兰陵县	udbfeg
兰坪白族普米族自治县	udfgrryteg
兰山区	udmmar
岚山区	mwmmar
蓝山县	ajmmeg
蓝田县	ajlleg
兰溪市	udieym
兰西县	udsgeg
浪卡子县	iyhhbbbb
郎溪县	yvieeg
朗县	yveg
琅琊区	gygaar
阆中市	uykhym
老边区	ftepar
老河口市	ftiskkkk
崂山区	mammar
乐亭县	tnypeg
乐安县	tnpveg
乐昌市	tnjjym
乐东黎族自治县	tnaitqyteg
乐都区	tnftar
乐陵市	tnbfym
乐平市	tnguym
乐山市	tnmmym
乐业县	tnoheg
乐至县	tngceg
雷波县	flibeg
雷山县	flmmeg
类乌齐县	odtnyjyj
耒阳市	fsbjym
雷州市	flytym
冷水江市	uwiiiaia
冷水滩区	uwiiicic
荔波县	aeibeg
李沧区	sbiwar
历城区	defdar
荔城区	aefdar
鲤城区	qgfdar
黎城县	tqfdeg
利川市	tjktym
黎川县	tqkteg
丽江市	gmiaym
利津县	tjiveg
醴陵市	sgbfym
黎平县	tqgueg
荔浦市	aeisym
礼泉县	pyrieg
立山区	uummar
离石区	yrdgar
梨树区	tjscar
梨树县	tjsceg
溧水区	isiiar
丽水市	gmiiym
理塘县	gjfoeg
利通区	tjcear
荔湾区	aeiyar
历下区	deghar
澧县	imeg
利辛县	tjuyeg
溧阳市	isbjym
利州区	tjytar
连城县	lpfdeg
莲池区	alibar
莲都区	alftar
莲湖区	alidar
莲花县	alaweg
廉江市	ouiaym
连江县	lpiaeg
连南瑶族自治县	lpfmgeyteg
连平县	lpgueg
连山区	lpmmar
连山壮族瑶族自治县	lpmmufyteg
涟水县	iliieg
濂溪区	ioiear
涟源市	ilidym
连云港市	lpfciaia
连云区	lpfcar
连州市	lpytym
凉城县	uyfdeg
两当县	gmiveg
梁河县	iviseg
梁平区	ivguar
良庆区	yvodar
梁山县	ivmmeg
凉山彝族自治州	uymmxoytyt
梁溪区	iviear
梁园区	ivlfar
凉州区	uyytar
梁子湖区	ivbbidid
聊城市	bqfdym
辽阳市	bpbjym
辽阳县	bpbjeg
辽源市	bpidym
辽中区	bpkhar
烈山区	gqmmar
临安区	jtpvar
临沧市	jtiwym
临城县	jtfdeg
临川区	jtktar
林甸县	ssqleg
临汾市	jtiwym
临高县	jtymeg
临桂区	jtsfar
临海市	jtitym
临河区	jtisar
临江市	jtiaym
林口县	sskkeg
临澧县	jtimeg
临清市	jtigym
临朐县	jteqeg
临泉县	jtrieg
临沭县	jtiseg
邻水县	wyiieg
临潭县	jtiseg
临洮县	jtiqeg
临潼区	jtiuar
临渭区	jtilar
临武县	jtgaeg
临西县	jtsgeg
林西县	sssgeg
临夏回族自治州	jtdhlkytyt
临夏市	jtdhym
临夏县	jtdheg
临翔区	jtunar
临湘市	jtisym
临猗县	jtqteg
临邑县	jtkceg
临颍县	jtxieg
麟游县	oxiyeg
临泽县	jticeg
临漳县	jtiueg
林芝市	ssapym
林州市	ssytym
林周县	ssmfeg
临淄区	jtivar
灵宝市	vopgym
灵璧县	vonkeg
陵城区	bffdar
灵川县	vokteg
陵川县	bfkteg
岭东区	mwaiar
凌海市	ufitym
凌河区	ufisar
